0;0;0;17;0;20;4
0;0;0;17;0;20;3
0;0;0;8;0;20;2
0;0;0;5;0;20;1
0;0;0;14;0;19;3
0;0;0;8;0;19;2
0;0;0;4;0;20;1
0;0;0;7;0;20;1
0;0;0;11;0;20;2
0;0;0;6;0;20;1
0;0;0;5;0;20;1
0;0;0;6;0;20;1
0;0;0;8;0;20;2
0;0;0;7;0;20;2
0;0;0;11;0;20;3
0;0;0;9;0;20;2
0;0;0;8;0;20;1
0;0;0;13;0;19;3
0;0;0;9;0;16;2
0;0;0;5;0;16;2
0;0;0;7;0;16;2
0;0;0;7;0;16;2
0;0;0;17;0;16;3
0;0;0;15;0;16;4
0;0;0;14;0;16;3
0;0;0;13;0;16;3
0;0;0;13;0;16;3
0;0;0;12;0;16;2
0;0;0;11;0;16;2
0;0;0;13;0;16;2
0;0;0;9;0;16;2
0;0;0;11;0;16;3
0;0;0;9;0;16;2
0;0;0;10;0;16;2
0;0;0;14;0;16;3
0;0;0;9;0;16;2
0;0;0;16;0;19;3
0;0;0;10;0;19;2
0;0;0;12;0;19;3
0;0;0;19;0;19;4
0;0;0;13;0;19;3
0;0;0;14;0;19;3
0;0;0;11;0;19;2
0;0;0;9;0;19;2
0;0;0;8;0;19;2
0;0;0;19;0;19;3
0;0;0;14;0;19;3
0;0;0;21;0;19;3
0;0;0;13;0;19;3
0;0;0;11;0;19;2
0;0;0;21;0;19;4
0;0;0;21;0;19;4
0;0;0;13;0;19;2
0;0;0;14;0;19;3
0;0;0;15;0;19;3
0;0;0;22;0;19;4
0;0;0;21;0;19;3
0;0;0;19;0;19;4
0;0;0;19;0;19;4
0;0;0;15;0;19;3
0;0;0;26;0;19;5
0;0;0;22;0;19;4
0;0;0;17;0;19;3
0;0;0;12;0;19;3
0;0;0;17;0;19;3
0;0;0;22;0;19;4
0;0;0;14;0;19;3
0;0;0;11;0;19;3
0;0;0;11;0;19;2
0;0;0;21;99;19;4
0;0;0;20;0;19;3
0;0;0;23;0;19;4
0;0;0;29;0;19;5
0;0;0;29;0;19;6
0;0;0;25;0;19;5
0;0;0;17;0;19;3
0;0;0;21;0;19;4
0;0;0;21;0;24;3
0;0;0;14;0;24;3
0;0;0;21;0;24;4
0;0;0;16;0;24;3
0;0;0;19;0;24;3
0;0;0;16;0;24;3
0;0;0;19;0;24;3
0;0;0;13;0;24;3
0;0;0;16;0;24;3
0;0;0;14;0;24;3
0;0;0;23;0;24;4
0;0;0;14;0;24;3
0;0;0;16;0;23;3
0;0;0;22;0;26;4
0;0;0;16;0;26;3
0;0;0;11;0;26;2
0;0;0;12;0;26;2
0;0;0;15;0;26;3
0;0;0;21;0;26;4
0;0;0;25;0;26;4
0;0;0;26;0;26;5
0;0;0;30;0;26;5
0;0;0;20;0;26;4
0;0;0;26;0;26;5
0;0;0;28;0;26;5
0;0;0;21;0;26;4
0;0;0;23;0;26;4
0;0;0;30;0;26;5
0;0;0;28;0;26;5
0;0;0;23;0;26;4
0;0;0;23;0;26;4
0;0;0;22;0;26;3
0;0;0;28;0;26;5
0;0;0;23;0;26;5
0;0;0;20;0;26;4
0;0;0;27;0;26;5
0;0;0;17;0;26;3
0;0;0;19;0;26;3
0;0;0;18;0;26;3
0;0;0;23;0;26;4
0;0;0;23;0;26;4
0;0;0;22;0;26;4
0;0;0;26;0;26;4
0;0;0;21;33;26;4
0;0;0;19;0;26;4
0;0;0;22;0;26;4
0;0;0;21;0;26;4
0;0;0;18;0;26;3
0;0;0;18;0;26;3
0;0;0;18;0;26;4
0;0;0;21;0;26;4
0;0;0;18;0;26;3
0;0;0;14;0;26;3
0;0;0;15;0;26;3
0;0;0;18;0;26;3
0;0;0;21;0;28;4
0;0;0;20;0;28;4
0;0;0;24;0;28;5
0;0;0;26;0;28;4
0;0;0;22;0;28;4
0;0;0;22;0;29;4
0;0;0;23;0;29;4
0;0;0;24;0;32;4
0;0;0;23;0;32;4
0;0;0;23;0;32;4
0;0;0;24;0;32;4
0;0;0;27;0;32;5
0;0;0;26;0;32;4
0;0;0;21;0;32;4
0;0;0;20;0;33;4
0;0;0;17;0;33;3
0;0;0;16;0;33;3
0;0;0;24;0;33;5
0;0;0;18;0;33;3
0;0;0;18;0;37;4
0;0;0;23;0;37;4
0;0;0;25;0;37;4
0;0;0;26;0;40;4
0;0;0;32;0;40;5
0;0;0;27;0;40;5
0;0;0;24;0;40;4
0;0;0;29;0;40;5
0;0;0;22;0;40;4
0;0;0;25;0;40;4
0;0;0;21;0;40;4
0;0;0;22;0;40;4
0;0;0;31;0;40;5
0;0;0;24;0;40;5
0;0;0;22;0;40;4
0;0;0;26;0;40;4
0;0;0;24;33;40;4
0;0;0;20;0;40;4
0;0;0;30;0;40;4
0;0;0;33;0;40;5
0;0;0;27;0;40;5
0;0;0;23;0;40;4
0;0;0;29;0;40;5
0;0;0;25;0;40;4
0;0;0;22;0;40;4
0;0;0;21;0;40;4
0;0;0;23;0;40;4
0;0;0;28;0;40;5
0;0;0;28;0;40;4
0;0;0;28;0;40;4
0;0;0;26;0;39;4
0;0;0;32;0;39;6
0;0;0;28;0;39;5
0;0;0;22;0;39;4
0;0;0;26;0;42;4
0;0;0;17;0;42;3
0;0;0;17;0;42;4
0;0;0;19;0;42;3
0;0;0;23;0;42;4
0;0;0;18;0;41;3
0;0;0;21;0;43;3
0;0;0;23;0;44;4
0;0;0;21;0;44;4
0;0;0;21;0;42;3
0;0;0;18;0;42;3
0;0;0;23;0;42;4
0;0;0;26;0;42;4
0;0;0;17;0;42;3
0;0;0;19;0;42;3
0;0;0;26;0;42;4
0;0;0;20;0;42;3
0;0;0;12;0;42;4
0;0;0;27;0;42;4
0;0;0;22;0;42;4
0;0;0;26;0;42;5
0;0;0;21;0;42;3
0;0;0;19;0;42;3
0;0;0;20;0;42;4
0;0;0;31;0;42;5
0;0;0;26;0;42;4
0;0;0;27;0;42;5
0;0;0;33;0;42;6
0;0;0;31;99;42;5
0;0;0;14;0;42;2
0;0;0;24;0;42;4
0;0;0;20;0;42;3
0;0;0;32;0;42;5
0;0;0;23;0;44;4
0;0;0;27;0;44;4
0;0;0;23;0;44;4
0;0;0;22;0;44;4
0;0;0;36;0;44;7
0;0;0;28;0;44;5
0;0;0;24;0;44;4
0;0;0;26;0;44;4
0;0;0;34;0;44;6
0;0;0;44;0;44;9
0;0;0;45;0;44;9
0;0;0;28;0;44;4
0;0;0;25;0;44;3
0;0;0;27;0;44;4
0;0;0;26;0;41;5
0;0;0;22;0;41;4
0;0;0;14;0;43;2
0;0;0;23;0;43;4
0;0;0;28;0;43;4
0;0;0;27;0;40;5
0;0;0;28;0;40;4
0;0;0;24;0;40;4
0;0;0;58;0;40;23
0;0;0;29;0;40;5
0;0;0;39;0;40;7
0;0;0;29;0;40;5
0;0;0;24;0;40;4
0;0;0;35;0;40;6
0;0;0;32;0;40;5
0;0;0;21;0;40;3
0;0;0;26;0;40;5
0;0;0;33;0;40;5
0;0;0;25;0;40;4
0;0;0;32;50;40;5
0;0;0;33;0;40;6
0;0;0;24;0;40;4
0;0;0;26;0;40;4
0;0;0;27;0;40;4
0;0;0;33;0;40;6
0;0;0;33;0;40;6
0;0;0;28;0;40;4
0;0;0;25;0;40;4
